Группа,Период,Показатель,Подразделение
О-01.07. ДСП,2022-05-31 23:59:59,0.2196,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.04. Фанера ФЛФ (ламинированная),2022-05-31 23:59:59,5.683427,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.04. Фанера ФЛФ (ламинированная),2022-05-31 23:59:59,2.408217,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.03. Фанера ФСФ хвойная,2022-05-31 23:59:59,0.578985,"Севастополь, Камышовое шоссе, 25"
О-02.07.06. Доска обрезная сухая ,2022-05-31 23:59:59,0.0672,"Пятигорск, Винсады, Черкесское шоссе"
О-03.02. Клееный брус,2022-05-31 23:59:59,12.42545,"Краснодар, Ростовское шоссе, 26/1"
С-06. ДВЕРИ МЕЖКОМНАТНЫЕ,2022-05-31 23:59:59,0.048,"Севастополь, Камышовое шоссе, 25"
О-02.07.06. Доска обрезная сухая ,2022-05-31 23:59:59,1.94772,"Севастополь, Камышовое шоссе, 25"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-05-31 23:59:59,737423.84,"Сочи, Подгорная, 2 литЖ"
О-01.01. Фанера ФК,2022-05-31 23:59:59,48.610316,"Краснодар, Ростовское шоссе, 26/1"
О-02.07.04. Доска Строганая,2022-05-31 23:59:59,32.458266,"Адлер, Гастелло, 30А"
О-01.02. Фанера ФСФ береза,2022-05-31 23:59:59,31.057239,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.08. ЛДСП,2022-05-31 23:59:59,1.132272,"Краснодар, Тополиная, 27/1"
С-02. КРЕПЕЖ,2022-05-31 23:59:59,3680.7,"Армавир, Дружба отделение 1 СНТ, 36"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-05-31 23:59:59,3.280719,"Адлер, Гастелло, 30А"
"О-05. БАНИ, САУНЫ",2022-05-31 23:59:59,0.923281,"Севастополь, Камышовое шоссе, 25"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-05-31 23:59:59,0.0117,"Симферополь, Генерала Васильева, 23А"
О-02.07.04. Доска Строганая,2022-05-31 23:59:59,1.7736,"Симферополь, Внешняя, 28 А"
О-02.05. Планкен ,2022-05-31 23:59:59,0.684,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.06. ДВП,2022-05-31 23:59:59,5.798126,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.02. Фанера ФСФ береза,2022-05-31 23:59:59,13.438702,"Севастополь, Камышовое шоссе, 25"
О-01.07. ДСП,2022-05-31 23:59:59,2.0496,"Симферополь, Генерала Васильева, 23А"
"О-05. БАНИ, САУНЫ",2022-05-31 23:59:59,1.104592,"Сочи, Подгорная, 2 литЖ"
"О-05. БАНИ, САУНЫ",2022-05-31 23:59:59,6.730624,"Краснодар, Ростовское шоссе, 26/1"
О-02.07.02. Рейка/ Брусок ,2022-05-31 23:59:59,4.1322,"Симферополь, Внешняя, 28 А"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-05-31 23:59:59,342.0,"Краснодар, ст-ца Елизаветинская, Степная, 252"
О-02.07.04. Доска Строганая,2022-05-31 23:59:59,3.95164,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.03. Фанера ФСФ хвойная,2022-05-31 23:59:59,1.851564,"Симферополь, Генерала Васильева, 23А"
О-02.01. Вагонка,2022-05-31 23:59:59,6.95244,"Севастополь, Камышовое шоссе, 25"
С-06. ДВЕРИ МЕЖКОМНАТНЫЕ,2022-05-31 23:59:59,0.208,"Краснодар, Тополиная, 27/1"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-05-31 23:59:59,0.7047,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.09. МДФ,2022-05-31 23:59:59,0.29808,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.04. Фанера ФЛФ (ламинированная),2022-05-31 23:59:59,5.412453,"Симферополь, Генерала Васильева, 23А"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-05-31 23:59:59,1589621.38,"Краснодар, Тополиная, 27/1"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-05-31 23:59:59,1.251138,"Симферополь, Внешняя, 28 А"
О-02.07.06. Доска обрезная сухая ,2022-05-31 23:59:59,1.35,"Симферополь, Генерала Васильева, 23А"
О-01.01. Фанера ФК,2022-05-31 23:59:59,7.265359,"Симферополь, Внешняя, 28 А"
О-02.07.04. Доска Строганая,2022-05-31 23:59:59,23.424141,"Сочи, Подгорная, 2 литЖ"
О-01.03. Фанера ФСФ хвойная,2022-05-31 23:59:59,2.705907,"Армавир, Дружба отделение 1 СНТ, 36"
С-07. СИСТЕМЫ ХРАНЕНИЯ,2022-05-31 23:59:59,0.1508,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.01. Вагонка,2022-05-31 23:59:59,48.755678,"Краснодар, Тополиная, 27/1"
О-02.04. Террасная доска,2022-05-31 23:59:59,31.321287,"Краснодар, Тополиная, 27/1"
О-02.04. Террасная доска,2022-05-31 23:59:59,1.55232,"Краснодар, Ростовское шоссе, 26/1"
О-01.05. OSB,2022-05-31 23:59:59,279.727291,"Краснодар, Тополиная, 27/1"
О-01.05. OSB,2022-05-31 23:59:59,65.944454,"Адлер, Гастелло, 30А"
О-01.05. OSB,2022-05-31 23:59:59,77.345307,"Сочи, Подгорная, 2 литЖ"
О-02.07.02. Рейка/ Брусок ,2022-05-31 23:59:59,13.148746,"Сочи, Подгорная, 2 литЖ"
О-02.07.01. Брус строганый ,2022-05-31 23:59:59,7.7742,"Адлер, Гастелло, 30А"
О-02.07.02. Рейка/ Брусок ,2022-05-31 23:59:59,14.355456,"Адлер, Гастелло, 30А"
О-02.07.02. Рейка/ Брусок ,2022-05-31 23:59:59,5.403692,"Пятигорск, Винсады, Черкесское шоссе"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-05-31 23:59:59,0.263556,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.01. Фанера ФК,2022-05-31 23:59:59,8.014348,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.07.01. Брус строганый ,2022-05-31 23:59:59,0.0588,"Симферополь, Внешняя, 28 А"
О-01.01. Фанера ФК,2022-05-31 23:59:59,95.604039,"Краснодар, Тополиная, 27/1"
О-01.02. Фанера ФСФ береза,2022-05-31 23:59:59,0.711452,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-05-31 23:59:59,0.021996,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.02. Фанера ФСФ береза,2022-05-31 23:59:59,5.746951,"Симферополь, Генерала Васильева, 23А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-05-31 23:59:59,2.884984,"Новороссийск, Гайдук, Новороссийское ш. 24А"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-05-31 23:59:59,1604.0,"Пятигорск, Винсады, Черкесское шоссе"
О-03.03. Мебельный щит и подоконная доска,2022-05-31 23:59:59,1.7228,"Пятигорск, Винсады, Черкесское шоссе"
С-08.ФАСАДЫ и ДВЕРКИ ДЛЯ МЕБЕЛИ,2022-05-31 23:59:59,0.294094,"Краснодар, Тополиная, 27/1"
О-02.06. Круглый погонаж ель/сосна,2022-05-31 23:59:59,0.002165,"Сочи, Подгорная, 2 литЖ"
О-03.03. Мебельный щит и подоконная доска,2022-05-31 23:59:59,3.36276,"Адлер, Гастелло, 30А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-05-31 23:59:59,29.314695,"Краснодар, Ростовское шоссе, 26/1"
О-01.05. OSB,2022-05-31 23:59:59,116.467722,"Пятигорск, Винсады, Черкесское шоссе"
О-02.05. Планкен ,2022-05-31 23:59:59,4.8768,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.03. Доска пола,2022-05-31 23:59:59,18.001512,"Краснодар, Тополиная, 27/1"
С-07. СИСТЕМЫ ХРАНЕНИЯ,2022-05-31 23:59:59,0.1474,"Сочи, Подгорная, 2 литЖ"
"О-05. БАНИ, САУНЫ",2022-05-31 23:59:59,0.03244,"Пятигорск, Винсады, Черкесское шоссе"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-05-31 23:59:59,0.3798,"Сочи, Подгорная, 2 литЖ"
О-03.01. Дверная коробка сосна,2022-05-31 23:59:59,0.10248,"Краснодар, Тополиная, 27/1"
О-01.09. МДФ,2022-05-31 23:59:59,0.759375,"Симферополь, Генерала Васильева, 23А"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-05-31 23:59:59,0.0945,"Армавир, Дружба отделение 1 СНТ, 36"
С-02. КРЕПЕЖ,2022-06-30 23:59:59,16476.0,"Симферополь, Генерала Васильева, 23А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-06-30 23:59:59,0.39438,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.03. Доска пола,2022-06-30 23:59:59,9.353034,"Краснодар, Ростовское шоссе, 26/1"
О-01.06. ДВП,2022-06-30 23:59:59,1.777963,"Симферополь, Генерала Васильева, 23А"
О-02.07.06. Доска обрезная сухая ,2022-06-30 23:59:59,2.528884,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.07. ДСП,2022-06-30 23:59:59,0.0732,"Севастополь, Камышовое шоссе, 25"
О-03.02. Клееный брус,2022-06-30 23:59:59,0.0432,"Пятигорск, Винсады, Черкесское шоссе"
О-02.01. Вагонка,2022-06-30 23:59:59,12.90605,"Симферополь, Внешняя, 28 А"
О-02.07.01. Брус строганый ,2022-06-30 23:59:59,0.1026,"Симферополь, Генерала Васильева, 23А"
С-02. КРЕПЕЖ,2022-06-30 23:59:59,450819.5,"Сочи, Подгорная, 2 литЖ"
О-02.07.02. Рейка/ Брусок ,2022-06-30 23:59:59,6.550002,"Симферополь, Генерала Васильева, 23А"
О-02.06. Круглый погонаж ель/сосна,2022-06-30 23:59:59,0.0044,"Новороссийск, Гайдук, Новороссийское ш. 24А"
"О-05. БАНИ, САУНЫ",2022-06-30 23:59:59,1.540402,"Краснодар, Тополиная, 27/1"
О-01.09. МДФ,2022-06-30 23:59:59,0.139104,"Пятигорск, Винсады, Черкесское шоссе"
О-02.03. Доска пола,2022-06-30 23:59:59,2.183832,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.03. Доска пола,2022-06-30 23:59:59,0.59049,"Армавир, Дружба отделение 1 СНТ, 36"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-06-30 23:59:59,1394.0,"Севастополь, Камышовое шоссе, 25"
О-01.01. Фанера ФК,2022-06-30 23:59:59,127.089445,"Краснодар, Тополиная, 27/1"
О-01.02. Фанера ФСФ береза,2022-06-30 23:59:59,9.591236,"Адлер, Гастелло, 30А"
О-02.06. Круглый погонаж ель/сосна,2022-06-30 23:59:59,0.004125,"Севастополь, Камышовое шоссе, 25"
О-01.04. Фанера ФЛФ (ламинированная),2022-06-30 23:59:59,7.798303,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.04. Террасная доска,2022-06-30 23:59:59,0.18816,"Краснодар, Ростовское шоссе, 26/1"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-06-30 23:59:59,1243.0,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.07.02. Рейка/ Брусок ,2022-06-30 23:59:59,2.96413,"Армавир, Дружба отделение 1 СНТ, 36"
О-03.02. Клееный брус,2022-06-30 23:59:59,1.2273,"Севастополь, Камышовое шоссе, 25"
О-06. НЕКОНДИЦИЯ,2022-06-30 23:59:59,4.059508,"Краснодар, Тополиная, 27/1"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-06-30 23:59:59,118.0,"Адлер, Гастелло, 30А"
