Группа,Период,Показатель,Подразделение
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-02-28 23:59:59,0.051054,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.07. ДСП,2022-02-28 23:59:59,2.254,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.06. ДВП,2022-02-28 23:59:59,9.773343,"Сочи, Подгорная, 2 литЖ"
О-01.01. Фанера ФК,2022-02-28 23:59:59,21.070391,"Севастополь, Камышовое шоссе, 25"
О-01.02. Фанера ФСФ береза,2022-02-28 23:59:59,6.603455,"Пятигорск, Винсады, Черкесское шоссе"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-02-28 23:59:59,306.0,"Пятигорск, Винсады, Черкесское шоссе"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-02-28 23:59:59,2519.0,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.03. Доска пола,2022-02-28 23:59:59,2.779704,"Сочи, Подгорная, 2 литЖ"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-02-28 23:59:59,0.7232,"Адлер, Гастелло, 30А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-02-28 23:59:59,0.209326,"Пятигорск, Винсады, Черкесское шоссе"
О-02.06. Круглый погонаж ель/сосна,2022-02-28 23:59:59,0.093465,"Краснодар, Тополиная, 27/1"
О-02.07.02. Рейка/ Брусок ,2022-02-28 23:59:59,13.351836,"Адлер, Гастелло, 30А"
О-02.07.02. Рейка/ Брусок ,2022-02-28 23:59:59,4.219378,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-02-28 23:59:59,1.955034,"Краснодар, Тополиная, 27/1"
О-02.04. Террасная доска,2022-02-28 23:59:59,5.64219,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.01. Фанера ФК,2022-02-28 23:59:59,124.943868,"Краснодар, Тополиная, 27/1"
О-02.07.02. Рейка/ Брусок ,2022-02-28 23:59:59,9.374838,"Пятигорск, Винсады, Черкесское шоссе"
С-02. КРЕПЕЖ,2022-02-28 23:59:59,17520.0,"Симферополь, Генерала Васильева, 23А"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-02-28 23:59:59,27733.0,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.03. Доска пола,2022-02-28 23:59:59,2.223144,"Севастополь, Камышовое шоссе, 25"
С-06. ДВЕРИ МЕЖКОМНАТНЫЕ,2022-02-28 23:59:59,0.12,"Краснодар, Тополиная, 27/1"
О-02.03. Доска пола,2022-02-28 23:59:59,1.601352,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.02. Фанера ФСФ береза,2022-02-28 23:59:59,3.902579,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-02-28 23:59:59,0.634496,"Армавир, Дружба отделение 1 СНТ, 36"
С-02. КРЕПЕЖ,2022-02-28 23:59:59,8387.2,"Пятигорск, Винсады, Черкесское шоссе"
О-01.07. ДСП,2022-02-28 23:59:59,0.616,"Адлер, Гастелло, 30А"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-02-28 23:59:59,0.036,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.07. ДСП,2022-02-28 23:59:59,4.256,"Сочи, Подгорная, 2 литЖ"
О-02.07.06. Доска обрезная сухая ,2022-02-28 23:59:59,69.756676,"Краснодар, Тополиная, 27/1"
О-02.06. Круглый погонаж ель/сосна,2022-02-28 23:59:59,0.003815,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.07.06. Доска обрезная сухая ,2022-02-28 23:59:59,1.755,"Симферополь, Внешняя, 28 А"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-02-28 23:59:59,754983.0,"Севастополь, Камышовое шоссе, 25"
С-08.ФАСАДЫ и ДВЕРКИ ДЛЯ МЕБЕЛИ,2022-02-28 23:59:59,0.138084,"Севастополь, Камышовое шоссе, 25"
О-02.04. Террасная доска,2022-02-28 23:59:59,0.05184,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.07. ДСП,2022-02-28 23:59:59,48.2692,"Краснодар, Тополиная, 27/1"
О-01.01. Фанера ФК,2022-02-28 23:59:59,26.849457,"Сочи, Подгорная, 2 литЖ"
О-01.07. ДСП,2022-02-28 23:59:59,0.278208,"Симферополь, Генерала Васильева, 23А"
О-03.01. Дверная коробка сосна,2022-03-31 23:59:59,0.06468,"Сочи, Подгорная, 2 литЖ"
О-03.02. Клееный брус,2022-03-31 23:59:59,1.3896,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.07.04. Доска Строганая,2022-03-31 23:59:59,5.160152,"Армавир, Дружба отделение 1 СНТ, 36"
О-03.02. Клееный брус,2022-03-31 23:59:59,12.53629,"Сочи, Подгорная, 2 литЖ"
О-03.02. Клееный брус,2022-03-31 23:59:59,0.087,"Пятигорск, Винсады, Черкесское шоссе"
О-01.02. Фанера ФСФ береза,2022-03-31 23:59:59,1.771198,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.05. OSB,2022-03-31 23:59:59,124.571726,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.05. OSB,2022-03-31 23:59:59,131.974801,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.06. ДВП,2022-03-31 23:59:59,8.187081,"Пятигорск, Винсады, Черкесское шоссе"
О-02.07.04. Доска Строганая,2022-03-31 23:59:59,19.82993,"Краснодар, Ростовское шоссе, 26/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-03-31 23:59:59,58.369945,"Краснодар, Ростовское шоссе, 26/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-03-31 23:59:59,18.185442,"Симферополь, Внешняя, 28 А"
О-06. НЕКОНДИЦИЯ,2022-03-31 23:59:59,483.244742,"Краснодар, Тополиная, 27/1"
О-02.07.01. Брус строганый ,2022-03-31 23:59:59,1.2348,"Пятигорск, Винсады, Черкесское шоссе"
С-02. КРЕПЕЖ,2022-03-31 23:59:59,935.0,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.07.06. Доска обрезная сухая ,2022-03-31 23:59:59,10.143516,"Адлер, Гастелло, 30А"
О-02.07.04. Доска Строганая,2022-03-31 23:59:59,8.3235,"Симферополь, Внешняя, 28 А"
О-01.08. ЛДСП,2022-03-31 23:59:59,1.6104,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-03-31 23:59:59,7715.0,"Краснодар, ст-ца Елизаветинская, Степная, 252"
О-01.07. ДСП,2022-03-31 23:59:59,29.0108,"Краснодар, Тополиная, 27/1"
О-01.05. OSB,2022-03-31 23:59:59,93.661139,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.01. Фанера ФК,2022-03-31 23:59:59,30.726602,"Пятигорск, Винсады, Черкесское шоссе"
О-01.01. Фанера ФК,2022-03-31 23:59:59,35.498376,"Сочи, Подгорная, 2 литЖ"
О-01.02. Фанера ФСФ береза,2022-03-31 23:59:59,7.083596,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.06. Круглый погонаж ель/сосна,2022-03-31 23:59:59,0.00345,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-03-31 23:59:59,0.69571,"Севастополь, Камышовое шоссе, 25"
О-03.01. Дверная коробка сосна,2022-03-31 23:59:59,0.0294,"Адлер, Гастелло, 30А"
"О-05. БАНИ, САУНЫ",2022-03-31 23:59:59,0.940466,"Пятигорск, Винсады, Черкесское шоссе"
О-02.06. Круглый погонаж ель/сосна,2022-03-31 23:59:59,0.21547,"Краснодар, Тополиная, 27/1"
О-02.03. Доска пола,2022-03-31 23:59:59,2.045394,"Сочи, Подгорная, 2 литЖ"
О-02.03. Доска пола,2022-03-31 23:59:59,1.298304,"Пятигорск, Винсады, Черкесское шоссе"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-03-31 23:59:59,1343.68,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.09. МДФ,2022-03-31 23:59:59,0.175977,"Пятигорск, Винсады, Черкесское шоссе"
О-02.07.06. Доска обрезная сухая ,2022-03-31 23:59:59,29.835,"Краснодар, Ростовское шоссе, 26/1"
"О-05. БАНИ, САУНЫ",2022-03-31 23:59:59,1.72114,"Адлер, Гастелло, 30А"
О-03.03. Мебельный щит и подоконная доска,2022-03-31 23:59:59,2.4882,"Севастополь, Камышовое шоссе, 25"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-03-31 23:59:59,139.0,"Краснодар, ст-ца Елизаветинская, Степная, 252"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-03-31 23:59:59,0.0882,"Пятигорск, Винсады, Черкесское шоссе"
О-01.05. OSB,2022-03-31 23:59:59,21.438103,"Адлер, Гастелло, 30А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-03-31 23:59:59,0.194278,"Армавир, Дружба отделение 1 СНТ, 36"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-03-31 23:59:59,50137.56,"Адлер, Гастелло, 30А"
О-01.04. Фанера ФЛФ (ламинированная),2022-03-31 23:59:59,11.985175,"Пятигорск, Винсады, Черкесское шоссе"
О-01.04. Фанера ФЛФ (ламинированная),2022-03-31 23:59:59,11.113828,"Сочи, Подгорная, 2 литЖ"
"О-05. БАНИ, САУНЫ",2022-03-31 23:59:59,0.710997,"Армавир, Дружба отделение 1 СНТ, 36"
С-03. ИЗДЕЛИЯ,2022-03-31 23:59:59,3046.12,"Краснодар, Тополиная, 27/1"
С-06. ДВЕРИ МЕЖКОМНАТНЫЕ,2022-03-31 23:59:59,0.24,"Краснодар, Тополиная, 27/1"
О-01.03. Фанера ФСФ хвойная,2022-03-31 23:59:59,20.789941,"Адлер, Гастелло, 30А"
О-02.05. Планкен ,2022-03-31 23:59:59,1.787136,"Сочи, Подгорная, 2 литЖ"
О-02.05. Планкен ,2022-03-31 23:59:59,6.7254,"Адлер, Гастелло, 30А"
О-02.07.06. Доска обрезная сухая ,2022-03-31 23:59:59,0.391296,"Армавир, Дружба отделение 1 СНТ, 36"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-03-31 23:59:59,3001.6,"Краснодар, Тополиная, 27/1"
О-02.07.01. Брус строганый ,2022-03-31 23:59:59,0.588,"Адлер, Гастелло, 30А"
О-02.07.02. Рейка/ Брусок ,2022-03-31 23:59:59,17.821856,"Адлер, Гастелло, 30А"
О-02.07.02. Рейка/ Брусок ,2022-03-31 23:59:59,7.04652,"Пятигорск, Винсады, Черкесское шоссе"
О-02.07.02. Рейка/ Брусок ,2022-03-31 23:59:59,9.239388,"Сочи, Подгорная, 2 литЖ"
О-02.07.02. Рейка/ Брусок ,2022-03-31 23:59:59,6.151406,"Севастополь, Камышовое шоссе, 25"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-03-31 23:59:59,620.0,"Бахчисарай, Строительная, 24"
О-02.03. Доска пола,2022-03-31 23:59:59,11.062944,"Адлер, Гастелло, 30А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-03-31 23:59:59,29.25407,"Краснодар, Тополиная, 27/1"
О-02.04. Террасная доска,2022-03-31 23:59:59,0.2349,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-03-31 23:59:59,13.42656,"Симферополь, Генерала Васильева, 23А"
С-08.ФАСАДЫ и ДВЕРКИ ДЛЯ МЕБЕЛИ,2022-03-31 23:59:59,0.067622,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.07.01. Брус строганый ,2022-03-31 23:59:59,0.9702,"Севастополь, Камышовое шоссе, 25"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-03-31 23:59:59,0.277272,"Севастополь, Камышовое шоссе, 25"
О-02.06. Круглый погонаж ель/сосна,2022-03-31 23:59:59,0.01602,"Севастополь, Камышовое шоссе, 25"
О-01.06. ДВП,2022-03-31 23:59:59,64.356201,"Краснодар, Тополиная, 27/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-03-31 23:59:59,2.35872,"Сочи, Подгорная, 2 литЖ"
О-01.01. Фанера ФК,2022-03-31 23:59:59,18.705188,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.02. Фанера ФСФ береза,2022-03-31 23:59:59,4.767026,"Симферополь, Генерала Васильева, 23А"
О-02.07.02. Рейка/ Брусок ,2022-03-31 23:59:59,63.981238,"Краснодар, Тополиная, 27/1"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-03-31 23:59:59,0.00555,"Симферополь, Внешняя, 28 А"
О-02.07.02. Рейка/ Брусок ,2022-03-31 23:59:59,8.189648,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.06. Круглый погонаж ель/сосна,2022-03-31 23:59:59,0.005115,"Пятигорск, Винсады, Черкесское шоссе"
О-02.06. Круглый погонаж ель/сосна,2022-03-31 23:59:59,0.000495,"Адлер, Гастелло, 30А"
О-01.07. ДСП,2022-03-31 23:59:59,2.94,"Сочи, Подгорная, 2 литЖ"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-03-31 23:59:59,207621.0,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.03. Доска пола,2022-03-31 23:59:59,1.68948,"Севастополь, Камышовое шоссе, 25"
"О-05. БАНИ, САУНЫ",2022-03-31 23:59:59,0.119418,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.04. Фанера ФЛФ (ламинированная),2022-03-31 23:59:59,75.221406,"Краснодар, Тополиная, 27/1"
О-02.07.02. Рейка/ Брусок ,2022-03-31 23:59:59,10.5252,"Симферополь, Внешняя, 28 А"
О-02.07.06. Доска обрезная сухая ,2022-03-31 23:59:59,11.876616,"Сочи, Подгорная, 2 литЖ"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-03-31 23:59:59,1142569.76,"Пятигорск, Винсады, Черкесское шоссе"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-03-31 23:59:59,36152.0,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
С-07. СИСТЕМЫ ХРАНЕНИЯ,2022-03-31 23:59:59,0.1076,"Симферополь, Генерала Васильева, 23А"
О-02.01. Вагонка,2022-03-31 23:59:59,17.915141,"Сочи, Подгорная, 2 литЖ"
О-02.03. Доска пола,2022-03-31 23:59:59,20.413056,"Краснодар, Ростовское шоссе, 26/1"
О-01.06. ДВП,2022-03-31 23:59:59,2.838306,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.07.01. Брус строганый ,2022-03-31 23:59:59,3.7548,"Краснодар, Ростовское шоссе, 26/1"
О-02.01. Вагонка,2022-03-31 23:59:59,3.738984,"Симферополь, Генерала Васильева, 23А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-03-31 23:59:59,4.62502,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.04. Террасная доска,2022-03-31 23:59:59,14.5098,"Сочи, Подгорная, 2 литЖ"
О-02.03. Доска пола,2022-03-31 23:59:59,1.58112,"Симферополь, Генерала Васильева, 23А"
О-01.09. МДФ,2022-03-31 23:59:59,0.677532,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.07.04. Доска Строганая,2022-03-31 23:59:59,5.57382,"Севастополь, Камышовое шоссе, 25"
О-01.05. OSB,2022-03-31 23:59:59,252.136369,"Пятигорск, Винсады, Черкесское шоссе"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-03-31 23:59:59,6.354676,"Краснодар, Ростовское шоссе, 26/1"
О-01.02. Фанера ФСФ береза,2022-03-31 23:59:59,17.30338,"Сочи, Подгорная, 2 литЖ"
О-01.01. Фанера ФК,2022-03-31 23:59:59,71.963362,"Краснодар, Ростовское шоссе, 26/1"
"О-05. БАНИ, САУНЫ",2022-03-31 23:59:59,6.031758,"Краснодар, Тополиная, 27/1"
О-01.01. Фанера ФК,2022-03-31 23:59:59,16.019062,"Севастополь, Камышовое шоссе, 25"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-03-31 23:59:59,1298650.74,"Краснодар, Тополиная, 27/1"
С-06. ДВЕРИ МЕЖКОМНАТНЫЕ,2022-03-31 23:59:59,0.096,"Адлер, Гастелло, 30А"
С-06. ДВЕРИ МЕЖКОМНАТНЫЕ,2022-03-31 23:59:59,0.192,"Пятигорск, Винсады, Черкесское шоссе"
О-02.07.01. Брус строганый ,2022-03-31 23:59:59,0.942,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.01. Вагонка,2022-03-31 23:59:59,10.909152,"Севастополь, Камышовое шоссе, 25"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-03-31 23:59:59,690.0,"Сочи, Подгорная, 2 литЖ"
"О-02.02. Имитация бруса, Блок - Хаус",2022-03-31 23:59:59,2.109632,"Армавир, Дружба отделение 1 СНТ, 36"
О-03.02. Клееный брус,2022-03-31 23:59:59,20.86837,"Краснодар, Тополиная, 27/1"
С-07. СИСТЕМЫ ХРАНЕНИЯ,2022-03-31 23:59:59,0.2069,"Краснодар, Тополиная, 27/1"
О-03.03. Мебельный щит и подоконная доска,2022-03-31 23:59:59,1.78848,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
С-08.ФАСАДЫ и ДВЕРКИ ДЛЯ МЕБЕЛИ,2022-03-31 23:59:59,1.094589,"Краснодар, Тополиная, 27/1"
О-02.04. Террасная доска,2022-03-31 23:59:59,6.66036,"Симферополь, Генерала Васильева, 23А"
О-01.03. Фанера ФСФ хвойная,2022-03-31 23:59:59,0.044652,"Симферополь, Генерала Васильева, 23А"
С-03. ИЗДЕЛИЯ,2022-03-31 23:59:59,4756.0,"Краснодар, Ростовское шоссе, 26/1"
О-02.07.04. Доска Строганая,2022-03-31 23:59:59,19.47319,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.07.02. Рейка/ Брусок ,2022-03-31 23:59:59,66.53636,"Краснодар, Ростовское шоссе, 26/1"
О-03.02. Клееный брус,2022-03-31 23:59:59,0.24,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-03.03. Мебельный щит и подоконная доска,2022-03-31 23:59:59,1.28296,"Адлер, Гастелло, 30А"
О-02.04. Террасная доска,2022-03-31 23:59:59,2.49156,"Севастополь, Камышовое шоссе, 25"
О-01.02. Фанера ФСФ береза,2022-03-31 23:59:59,5.929013,"Адлер, Гастелло, 30А"
О-01.02. Фанера ФСФ береза,2022-03-31 23:59:59,46.464509,"Краснодар, Тополиная, 27/1"
О-02.07.04. Доска Строганая,2022-03-31 23:59:59,42.73144,"Адлер, Гастелло, 30А"
О-02.07.06. Доска обрезная сухая ,2022-03-31 23:59:59,13.868733,"Краснодар, Тополиная, 27/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-03-31 23:59:59,1.633464,"Пятигорск, Винсады, Черкесское шоссе"
О-02.03. Доска пола,2022-03-31 23:59:59,4.414824,"Новороссийск, Гайдук, Новороссийское ш. 24А"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-03-31 23:59:59,424.0,"Пятигорск, Винсады, Черкесское шоссе"
О-01.03. Фанера ФСФ хвойная,2022-03-31 23:59:59,4.380328,"Севастополь, Камышовое шоссе, 25"
О-01.01. Фанера ФК,2022-03-31 23:59:59,20.614433,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.04. Террасная доска,2022-03-31 23:59:59,8.056368,"Адлер, Гастелло, 30А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-03-31 23:59:59,0.8736,"Севастополь, Камышовое шоссе, 25"
О-02.01. Вагонка,2022-03-31 23:59:59,22.05205,"Адлер, Гастелло, 30А"
О-02.07.01. Брус строганый ,2022-03-31 23:59:59,0.1176,"Симферополь, Внешняя, 28 А"
"О-05. БАНИ, САУНЫ",2022-03-31 23:59:59,1.829097,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.06. ДВП,2022-03-31 23:59:59,0.34735,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.05. OSB,2022-03-31 23:59:59,782.937356,"Краснодар, Тополиная, 27/1"
О-01.02. Фанера ФСФ береза,2022-03-31 23:59:59,15.581745,"Севастополь, Камышовое шоссе, 25"
О-03.03. Мебельный щит и подоконная доска,2022-03-31 23:59:59,1.1538,"Сочи, Подгорная, 2 литЖ"
О-01.08. ЛДСП,2022-03-31 23:59:59,2.17404,"Симферополь, Генерала Васильева, 23А"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-03-31 23:59:59,156962.0,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-03-31 23:59:59,0.150188,"Сочи, Подгорная, 2 литЖ"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-03-31 23:59:59,0.855936,"Сочи, Подгорная, 2 литЖ"
О-02.05. Планкен ,2022-03-31 23:59:59,2.472,"Симферополь, Генерала Васильева, 23А"
О-01.09. МДФ,2022-03-31 23:59:59,23.920056,"Краснодар, Тополиная, 27/1"
О-01.06. ДВП,2022-03-31 23:59:59,8.104736,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.05. Планкен ,2022-03-31 23:59:59,3.7148,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.05. Планкен ,2022-03-31 23:59:59,0.5604,"Армавир, Дружба отделение 1 СНТ, 36"
С-02. КРЕПЕЖ,2022-03-31 23:59:59,15427.0,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.03. Фанера ФСФ хвойная,2022-03-31 23:59:59,16.119313,"Сочи, Подгорная, 2 литЖ"
О-03.02. Клееный брус,2022-03-31 23:59:59,0.5568,"Новороссийск, Гайдук, Новороссийское ш. 24А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-03-31 23:59:59,0.126856,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.07.02. Рейка/ Брусок ,2022-03-31 23:59:59,4.765186,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.03. Доска пола,2022-03-31 23:59:59,14.294583,"Краснодар, Тополиная, 27/1"
О-02.01. Вагонка,2022-03-31 23:59:59,5.127204,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.07.06. Доска обрезная сухая ,2022-03-31 23:59:59,0.27,"Симферополь, Внешняя, 28 А"
О-02.07.04. Доска Строганая,2022-03-31 23:59:59,11.808173,"Пятигорск, Винсады, Черкесское шоссе"
О-02.06. Круглый погонаж ель/сосна,2022-03-31 23:59:59,0.00022,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.05. OSB,2022-03-31 23:59:59,71.063296,"Севастополь, Камышовое шоссе, 25"
О-01.01. Фанера ФК,2022-03-31 23:59:59,23.876055,"Адлер, Гастелло, 30А"
О-01.04. Фанера ФЛФ (ламинированная),2022-03-31 23:59:59,8.135559,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-03-31 23:59:59,0.072,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.05. OSB,2022-03-31 23:59:59,44.121281,"Симферополь, Генерала Васильева, 23А"
О-01.04. Фанера ФЛФ (ламинированная),2022-03-31 23:59:59,18.173231,"Симферополь, Генерала Васильева, 23А"
О-01.04. Фанера ФЛФ (ламинированная),2022-03-31 23:59:59,3.790926,"Адлер, Гастелло, 30А"
"О-05. БАНИ, САУНЫ",2022-03-31 23:59:59,0.033696,"Симферополь, Генерала Васильева, 23А"
О-01.02. Фанера ФСФ береза,2022-03-31 23:59:59,3.858541,"Пятигорск, Винсады, Черкесское шоссе"
С-03. ИЗДЕЛИЯ,2022-03-31 23:59:59,1960.0,"Сочи, Подгорная, 2 литЖ"
О-02.07.01. Брус строганый ,2022-03-31 23:59:59,0.1764,"Сочи, Подгорная, 2 литЖ"
О-02.01. Вагонка,2022-03-31 23:59:59,6.44208,"Пятигорск, Винсады, Черкесское шоссе"
О-01.09. МДФ,2022-03-31 23:59:59,0.55941,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-03.03. Мебельный щит и подоконная доска,2022-03-31 23:59:59,0.38024,"Армавир, Дружба отделение 1 СНТ, 36"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-03-31 23:59:59,0.1728,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.07.04. Доска Строганая,2022-03-31 23:59:59,227.534254,"Краснодар, Тополиная, 27/1"
О-02.07.02. Рейка/ Брусок ,2022-03-31 23:59:59,2.99898,"Армавир, Дружба отделение 1 СНТ, 36"
О-03.03. Мебельный щит и подоконная доска,2022-03-31 23:59:59,1.10856,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-03.02. Клееный брус,2022-03-31 23:59:59,1.335,"Симферополь, Генерала Васильева, 23А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-03-31 23:59:59,1.63296,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.03. Фанера ФСФ хвойная,2022-03-31 23:59:59,0.312563,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.07.06. Доска обрезная сухая ,2022-03-31 23:59:59,0.252,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.01. Фанера ФК,2022-03-31 23:59:59,13.460889,"Симферополь, Генерала Васильева, 23А"
О-03.01. Дверная коробка сосна,2022-03-31 23:59:59,0.32172,"Краснодар, Тополиная, 27/1"
О-01.01. Фанера ФК,2022-03-31 23:59:59,166.485564,"Краснодар, Тополиная, 27/1"
О-02.06. Круглый погонаж ель/сосна,2022-03-31 23:59:59,0.00088,"Сочи, Подгорная, 2 литЖ"
О-02.05. Планкен ,2022-03-31 23:59:59,3.1272,"Севастополь, Камышовое шоссе, 25"
О-01.07. ДСП,2022-03-31 23:59:59,0.098,"Пятигорск, Винсады, Черкесское шоссе"
О-01.07. ДСП,2022-03-31 23:59:59,1.918,"Адлер, Гастелло, 30А"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-03-31 23:59:59,0.1884,"Симферополь, Генерала Васильева, 23А"
О-01.05. OSB,2022-03-31 23:59:59,94.003287,"Сочи, Подгорная, 2 литЖ"
О-01.07. ДСП,2022-03-31 23:59:59,0.98,"Армавир, Дружба отделение 1 СНТ, 36"
С-02. КРЕПЕЖ,2022-03-31 23:59:59,226014.68,"Севастополь, Камышовое шоссе, 25"
О-03.03. Мебельный щит и подоконная доска,2022-03-31 23:59:59,19.03974,"Краснодар, Тополиная, 27/1"
